,app_country,schengen_state,year,app,total_issued,mev_issued,ltv,rejected,code_schengen,code_app,visa_free,asyl_app,rejection_rate
30,Afghanistan,Germany,2016,2688.0,1351.0,307.0,174.0,1163.0,DE,AF,False,127010.0,43.266369047619044
31,Afghanistan,Germany,2017,1059.0,389.0,91.0,197.0,473.0,DE,AF,False,16425.0,44.66477809254013
32,Afghanistan,Germany,2019,406.0,112.0,85.0,17.0,277.0,DE,AF,False,9520.0,68.22660098522168
33,Afghanistan,Germany,2021,95.0,22.0,18.0,6.0,67.0,DE,AF,False,23275.0,70.52631578947368
34,Afghanistan,Italy,2012,471.0,417.0,324.0,0.0,54.0,IT,AF,False,1465.0,11.464968152866243
35,Afghanistan,Italy,2013,715.0,428.0,137.0,167.0,120.0,IT,AF,False,2050.0,16.783216783216783
36,Afghanistan,Italy,2014,810.0,439.0,120.0,124.0,247.0,IT,AF,False,3105.0,30.493827160493826
37,Afghanistan,Italy,2015,1147.0,212.0,88.0,464.0,471.0,IT,AF,False,3975.0,41.06364428945074
38,Afghanistan,Italy,2016,569.0,227.0,50.0,83.0,259.0,IT,AF,False,2830.0,45.518453427065026
39,Afghanistan,Italy,2017,306.0,187.0,61.0,14.0,105.0,IT,AF,False,1010.0,34.31372549019608
40,Afghanistan,Italy,2018,128.0,89.0,49.0,35.0,4.0,IT,AF,False,495.0,3.125
41,Afghanistan,Italy,2019,169.0,127.0,56.0,7.0,35.0,IT,AF,False,590.0,20.710059171597635
42,Afghanistan,Italy,2020,46.0,44.0,33.0,1.0,1.0,IT,AF,False,640.0,2.1739130434782608
43,Afghanistan,Italy,2021,316.0,288.0,29.0,0.0,28.0,IT,AF,False,5235.0,8.860759493670885
44,Afghanistan,Netherlands,2012,252.0,198.0,26.0,0.0,4.0,NL,AF,False,1020.0,1.5873015873015872
45,Afghanistan,Netherlands,2013,183.0,141.0,18.0,37.0,5.0,NL,AF,False,455.0,2.73224043715847
46,Afghanistan,Netherlands,2014,167.0,142.0,15.0,21.0,0.0,NL,AF,False,450.0,0.0
47,Afghanistan,Netherlands,2015,118.0,84.0,12.0,30.0,1.0,NL,AF,False,2550.0,0.847457627118644
48,Afghanistan,Netherlands,2016,87.0,73.0,21.0,13.0,0.0,NL,AF,False,1025.0,0.0
49,Afghanistan,Netherlands,2017,178.0,159.0,41.0,19.0,0.0,NL,AF,False,320.0,0.0
50,Afghanistan,Netherlands,2018,218.0,161.0,26.0,51.0,0.0,NL,AF,False,325.0,0.0
51,Afghanistan,Netherlands,2019,266.0,204.0,42.0,42.0,49.0,NL,AF,False,435.0,18.421052631578945
52,Afghanistan,Netherlands,2020,73.0,51.0,12.0,19.0,0.0,NL,AF,False,390.0,0.0
53,Afghanistan,Netherlands,2021,37.0,25.0,14.0,9.0,3.0,NL,AF,False,3010.0,8.108108108108109
54,Afghanistan,Norway,2012,30.0,27.000000000000004,1.0,0.0,3.0,NO,AF,False,960.0,10.0
55,Afghanistan,Norway,2013,8.0,6.0,1.0,0.0,2.0,NO,AF,False,680.0,25.0
56,Afghanistan,Norway,2017,55.0,33.0,8.0,16.0,6.0,NO,AF,False,135.0,10.909090909090908
57,Afghanistan,Norway,2018,55.0,37.0,11.0,17.0,1.0,NO,AF,False,90.0,1.8181818181818181
58,Afghanistan,Norway,2019,39.0,22.0,8.0,15.0,2.0,NO,AF,False,95.0,5.128205128205128
59,Afghanistan,Norway,2020,4.0,3.0,1.0,1.0,0.0,NO,AF,False,55.0,0.0
60,Afghanistan,Poland,2012,633.0,516.0,27.0,0.0,117.0,PL,AF,False,90.0,18.48341232227488
61,Afghanistan,Poland,2013,742.0,412.0,41.0,214.0,116.0,PL,AF,False,45.0,15.633423180592992
62,Afghanistan,Poland,2014,549.0,282.0,27.0,140.0,127.0,PL,AF,False,30.0,23.13296903460838
63,Afghanistan,Spain,2012,217.0,120.0,3.0,0.0,71.0,ES,AF,False,40.0,32.71889400921659
64,Afghanistan,Spain,2013,338.0,215.0,2.0,0.0,96.0,ES,AF,False,60.0,28.402366863905325
65,Afghanistan,Spain,2014,346.0,67.0,1.0,70.0,111.0,ES,AF,False,95.0,32.080924855491325
66,Afghanistan,Spain,2015,328.0,210.0,7.0,13.0,95.0,ES,AF,False,40.0,28.96341463414634
67,Afghanistan,Spain,2016,12.0,4.0,0.0,8.0,0.0,ES,AF,False,65.0,0.0
68,Afghanistan,Spain,2017,35.0,6.0,3.0,24.0,4.0,ES,AF,False,90.0,11.428571428571429
69,Afghanistan,Spain,2018,60.0,4.0,3.0,50.0,4.0,ES,AF,False,70.0,6.666666666666667
70,Afghanistan,Spain,2019,177.0,122.0,33.0,63.0,1.0,ES,AF,False,115.0,0.5649717514124294
71,Afghanistan,Spain,2020,59.0,35.0,11.0,16.0,5.0,ES,AF,False,30.0,8.47457627118644
72,Afghanistan,Spain,2021,90.0,79.0,21.0,14.0,0.0,ES,AF,False,1580.0,0.0
73,Afghanistan,Sweden,2015,29.0,4.0,3.0,15.0,0.0,SE,AF,False,41190.0,0.0
74,Afghanistan,Sweden,2016,54.0,34.0,7.0,9.0,0.0,SE,AF,False,2145.0,0.0
75,Afghanistan,Sweden,2017,27.0,24.0,6.0,2.0,0.0,SE,AF,False,1245.0,0.0
76,Afghanistan,Sweden,2018,35.0,21.0,3.0,0.0,3.0,SE,AF,False,615.0,8.571428571428571
77,Afghanistan,Sweden,2019,30.0,27.0,2.0,1.0,0.0,SE,AF,False,745.0,0.0
78,Afghanistan,Sweden,2020,11.0,8.0,0.0,0.0,0.0,SE,AF,False,850.0,0.0
79,Albania,Austria,2012,29.0,21.0,14.0,0.0,8.0,AT,AL,True,,27.586206896551722
80,Albania,Austria,2013,25.0,15.0,15.0,9.0,1.0,AT,AL,True,,4.0
81,Albania,Austria,2014,32.0,31.0,18.0,0.0,1.0,AT,AL,True,65.0,3.125
82,Albania,Austria,2015,30.0,20.0,19.0,9.0,1.0,AT,AL,True,135.0,3.3333333333333335
83,Albania,Austria,2016,9.0,9.0,8.0,0.0,0.0,AT,AL,True,75.0,0.0
84,Albania,Austria,2017,57.0,47.0,25.0,6.0,4.0,AT,AL,True,40.0,7.017543859649122
85,Albania,Austria,2018,62.0,32.0,10.0,21.0,9.0,AT,AL,True,55.0,14.516129032258066
86,Albania,Austria,2019,49.0,46.0,35.0,10.0,3.0,AT,AL,True,50.0,6.122448979591836
87,Albania,Austria,2020,14.0,9.0,9.0,5.0,0.0,AT,AL,True,15.0,0.0
88,Albania,Austria,2021,32.0,23.0,17.0,2.0,7.0,AT,AL,True,35.0,21.875
89,Albania,Czech Republic,2012,5.0,5.0,5.0,0.0,0.0,CZ,AL,True,0.0,0.0
90,Albania,Czech Republic,2013,5.0,4.0,4.0,1.0,0.0,CZ,AL,True,0.0,0.0
91,Albania,Czech Republic,2014,3.0,3.0,0.0,0.0,0.0,CZ,AL,True,0.0,0.0
92,Albania,Czech Republic,2015,2.0,2.0,0.0,0.0,0.0,CZ,AL,True,0.0,0.0
93,Albania,Czech Republic,2016,14.0,10.0,8.0,0.0,4.0,CZ,AL,True,0.0,28.57142857142857
94,Albania,Czech Republic,2017,13.0,8.0,3.0,1.0,4.0,CZ,AL,True,0.0,30.76923076923077
95,Albania,Czech Republic,2018,16.0,11.0,5.0,1.0,4.0,CZ,AL,True,5.0,25.0
96,Albania,Czech Republic,2019,15.0,7.0,7.0,0.0,8.0,CZ,AL,True,0.0,53.333333333333336
97,Albania,Czech Republic,2020,2.0,2.0,2.0,0.0,0.0,CZ,AL,True,0.0,0.0
98,Albania,Czech Republic,2021,7.0,3.0,0.0,1.0,3.0,CZ,AL,True,0.0,42.857142857142854
99,Albania,Denmark,2012,393.0,273.0,19.0,0.0,32.0,DK,AL,True,40.0,8.142493638676845
100,Albania,Denmark,2013,107.0,59.0,8.0,11.0,10.0,DK,AL,True,60.0,9.345794392523365
101,Albania,Denmark,2014,36.0,21.0,6.0,9.0,6.0,DK,AL,True,60.0,16.666666666666664
102,Albania,France,2012,13.0,12.0,3.0,0.0,1.0,FR,AL,True,2645.0,7.6923076923076925
103,Albania,France,2013,17.0,16.0,3.0,0.0,1.0,FR,AL,True,5015.0,5.88235294117647
104,Albania,France,2014,33.0,32.0,11.0,1.0,0.0,FR,AL,True,2845.0,0.0
105,Albania,France,2015,45.0,41.0,16.0,0.0,0.0,FR,AL,True,3220.0,0.0
106,Albania,France,2016,55.0,44.0,16.0,0.0,1.0,FR,AL,True,6945.0,1.8181818181818181
107,Albania,France,2017,138.0,120.0,24.0,0.0,0.0,FR,AL,True,11425.0,0.0
108,Albania,France,2018,137.0,129.0,43.0,1.0,2.0,FR,AL,True,8555.0,1.4598540145985401
109,Albania,France,2019,99.0,91.0,21.0,0.0,3.0,FR,AL,True,8510.0,3.0303030303030303
110,Albania,France,2020,16.0,8.0,3.0,0.0,0.0,FR,AL,True,2010.0,0.0
111,Albania,France,2021,31.0,29.0,5.0,5.0,1.0,FR,AL,True,4885.0,3.225806451612903
112,Albania,Germany,2012,45.0,32.0,12.0,0.0,13.0,DE,AL,True,230.0,28.888888888888886
113,Albania,Germany,2013,54.0,50.0,24.0,2.0,2.0,DE,AL,True,1245.0,3.7037037037037033
114,Albania,Germany,2014,45.0,43.0,16.0,0.0,2.0,DE,AL,True,7865.0,4.444444444444445
115,Albania,Germany,2015,92.0,85.0,23.0,3.0,4.0,DE,AL,True,53805.0,4.3478260869565215
116,Albania,Germany,2016,74.0,66.0,60.0,7.0,1.0,DE,AL,True,14855.0,1.3513513513513513
117,Albania,Germany,2017,120.0,107.0,88.0,8.0,5.0,DE,AL,True,3775.0,4.166666666666666
118,Albania,Germany,2018,150.0,107.0,98.0,24.0,19.0,DE,AL,True,1875.0,12.666666666666668
119,Albania,Germany,2019,118.0,66.0,64.0,32.0,20.0,DE,AL,True,1695.0,16.94915254237288
120,Albania,Germany,2020,29.0,11.0,11.0,15.0,3.0,DE,AL,True,815.0,10.344827586206897
121,Albania,Germany,2021,54.0,24.0,22.0,19.0,11.0,DE,AL,True,1210.0,20.37037037037037
122,Albania,Greece,2012,695.0,691.0,517.0,0.0,4.0,GR,AL,True,385.0,0.5755395683453237
123,Albania,Greece,2013,614.0,599.0,504.0,6.0,9.0,GR,AL,True,580.0,1.4657980456026058
124,Albania,Greece,2014,531.0,515.0,412.0,11.0,5.0,GR,AL,True,555.0,0.9416195856873822
125,Albania,Greece,2015,453.0,404.0,338.0,24.0,24.0,GR,AL,True,915.0,5.298013245033113
126,Albania,Greece,2016,388.0,341.0,230.0,15.0,32.0,GR,AL,True,1300.0,8.24742268041237
127,Albania,Greece,2017,386.0,321.0,230.0,30.0,35.0,GR,AL,True,2345.0,9.067357512953368
128,Albania,Greece,2018,262.0,211.0,138.0,10.0,41.0,GR,AL,True,3125.0,15.648854961832063
129,Albania,Greece,2019,248.0,220.0,158.0,23.0,2.0,GR,AL,True,2795.0,0.8064516129032258
130,Albania,Greece,2020,58.0,41.0,32.0,4.0,0.0,GR,AL,True,1025.0,0.0
131,Albania,Greece,2021,113.0,97.0,54.0,11.0,0.0,GR,AL,True,1125.0,0.0
132,Albania,Hungary,2012,21.0,21.0,13.0,0.0,0.0,HU,AL,True,,0.0
133,Albania,Hungary,2013,21.0,20.0,15.0,0.0,1.0,HU,AL,True,35.0,4.761904761904762
134,Albania,Hungary,2014,21.0,21.0,10.0,0.0,0.0,HU,AL,True,60.0,0.0
135,Albania,Hungary,2015,38.0,38.0,36.0,0.0,0.0,HU,AL,True,255.0,0.0
136,Albania,Hungary,2016,50.0,49.0,41.0,1.0,0.0,HU,AL,True,15.0,0.0
137,Albania,Hungary,2017,70.0,68.0,66.0,1.0,1.0,HU,AL,True,0.0,1.4285714285714286
138,Albania,Hungary,2018,108.0,107.0,87.0,0.0,1.0,HU,AL,True,0.0,0.9259259259259258
139,Albania,Hungary,2019,88.0,76.0,35.0,0.0,8.0,HU,AL,True,0.0,9.090909090909092
140,Albania,Hungary,2020,5.0,4.0,2.0,0.0,1.0,HU,AL,True,0.0,20.0
141,Albania,Italy,2012,568.0,553.0,417.0,0.0,15.0,IT,AL,True,65.0,2.640845070422535
142,Albania,Italy,2013,517.0,499.0,447.0,14.0,4.0,IT,AL,True,115.0,0.7736943907156674
143,Albania,Italy,2014,540.0,516.0,489.0,19.0,5.0,IT,AL,True,175.0,0.9259259259259258
144,Albania,Italy,2015,538.0,495.0,467.0,37.0,6.0,IT,AL,True,425.0,1.1152416356877324
145,Albania,Italy,2016,498.0,488.0,463.0,0.0,10.0,IT,AL,True,365.0,2.0080321285140563
146,Albania,Italy,2017,429.0,394.0,320.0,7.0,28.0,IT,AL,True,465.0,6.526806526806526
147,Albania,Italy,2018,551.0,513.0,407.0,15.0,23.0,IT,AL,True,1290.0,4.174228675136116
148,Albania,Italy,2019,649.0,640.0,508.0,1.0,8.0,IT,AL,True,1545.0,1.2326656394453006
149,Albania,Italy,2020,198.0,196.0,84.0,0.0,2.0,IT,AL,True,450.0,1.0101010101010102
150,Albania,Italy,2021,226.0,225.0,123.0,0.0,1.0,IT,AL,True,760.0,0.4424778761061947
151,Albania,Netherlands,2012,11.0,11.0,7.0,0.0,0.0,NL,AL,True,15.0,0.0
152,Albania,Netherlands,2013,3.0,3.0,2.0,0.0,0.0,NL,AL,True,30.0,0.0
153,Albania,Netherlands,2014,1.0,1.0,0.0,0.0,0.0,NL,AL,True,85.0,0.0
154,Albania,Netherlands,2019,1.0,0.0,0.0,1.0,0.0,NL,AL,True,190.0,0.0
155,Albania,Norway,2012,6.0,3.0,0.0,0.0,3.0,NO,AL,True,165.0,50.0
156,Albania,Poland,2012,165.0,80.0,17.0,0.0,85.0,PL,AL,True,0.0,51.515151515151516
157,Albania,Poland,2013,89.0,22.0,7.0,29.0,38.0,PL,AL,True,0.0,42.69662921348314
158,Albania,Poland,2014,89.0,40.0,5.0,29.0,20.0,PL,AL,True,0.0,22.47191011235955
159,Albania,Poland,2015,42.0,1.0,1.0,16.0,25.0,PL,AL,True,0.0,59.523809523809526
160,Albania,Poland,2016,21.0,11.0,4.0,9.0,1.0,PL,AL,True,0.0,4.761904761904762
161,Albania,Poland,2017,41.0,8.0,5.0,27.0,6.0,PL,AL,True,0.0,14.634146341463413
162,Albania,Poland,2018,179.0,0.0,0.0,146.0,33.0,PL,AL,True,0.0,18.435754189944134
163,Albania,Poland,2019,309.0,249.0,148.0,75.0,60.0,PL,AL,True,0.0,19.41747572815534
164,Albania,Poland,2020,133.0,96.0,79.0,92.0,37.0,PL,AL,True,0.0,27.819548872180448
165,Albania,Poland,2021,90.0,90.0,53.0,71.0,0.0,PL,AL,True,0.0,0.0
166,Albania,Slovenia,2012,13.0,13.0,13.0,0.0,0.0,SI,AL,True,0.0,0.0
167,Albania,Slovenia,2013,22.0,22.0,22.0,0.0,0.0,SI,AL,True,5.0,0.0
168,Albania,Slovenia,2014,23.0,19.0,19.0,3.0,1.0,SI,AL,True,0.0,4.3478260869565215
169,Albania,Slovenia,2015,26.0,4.0,4.0,22.0,0.0,SI,AL,True,10.0,0.0
170,Albania,Slovenia,2016,42.0,17.0,17.0,23.0,2.0,SI,AL,True,5.0,4.761904761904762
171,Albania,Slovenia,2017,27.0,20.0,19.0,4.0,3.0,SI,AL,True,5.0,11.11111111111111
172,Albania,Slovenia,2018,27.0,11.0,10.0,15.0,1.0,SI,AL,True,15.0,3.7037037037037033
173,Albania,Slovenia,2019,19.0,4.0,3.0,15.0,0.0,SI,AL,True,5.0,0.0
174,Albania,Slovenia,2020,1.0,1.0,0.0,1.0,0.0,SI,AL,True,0.0,0.0
175,Albania,Slovenia,2021,1.0,0.0,0.0,1.0,0.0,SI,AL,True,10.0,0.0
176,Albania,Spain,2012,29.0,25.0,1.0,0.0,3.0,ES,AL,True,5.0,10.344827586206897
177,Albania,Spain,2013,21.0,19.0,0.0,0.0,0.0,ES,AL,True,10.0,0.0
178,Albania,Spain,2014,37.0,33.0,3.0,0.0,4.0,ES,AL,True,10.0,10.81081081081081
179,Albania,Spain,2015,38.0,35.0,5.0,0.0,0.0,ES,AL,True,15.0,0.0
180,Albania,Spain,2016,87.0,83.0,8.0,0.0,1.0,ES,AL,True,25.0,1.1494252873563218
181,Albania,Spain,2017,102.0,91.0,11.0,2.0,7.0,ES,AL,True,40.0,6.862745098039216
182,Albania,Spain,2018,103.0,83.0,11.0,7.0,9.0,ES,AL,True,45.0,8.737864077669903
183,Albania,Spain,2019,122.0,103.0,13.0,5.0,6.0,ES,AL,True,120.0,4.918032786885246
184,Albania,Spain,2020,21.0,15.0,11.0,2.0,0.0,ES,AL,True,50.0,0.0
185,Albania,Spain,2021,41.0,44.0,3.0,0.0,2.0,ES,AL,True,60.0,4.878048780487805
186,Algeria,Austria,2012,961.0,829.0,799.0,0.0,132.0,AT,DZ,False,,13.735691987513007
187,Algeria,Austria,2013,1579.0,1337.0,1255.0,21.0,221.0,AT,DZ,False,,13.996200126662444
188,Algeria,Austria,2014,2367.0,2074.0,2018.0,1.0,292.0,AT,DZ,False,440.0,12.336290663286862
189,Algeria,Austria,2015,2504.0,2212.0,2164.0,2.0,290.0,AT,DZ,False,840.0,11.581469648562301
190,Algeria,Austria,2016,1961.0,1478.0,1391.0,11.0,472.0,AT,DZ,False,850.0,24.069352371239162
191,Algeria,Austria,2017,2315.0,1658.0,1367.0,2.0,655.0,AT,DZ,False,220.0,28.293736501079913
192,Algeria,Austria,2018,2481.0,1658.0,1461.0,1.0,822.0,AT,DZ,False,80.0,33.13180169286578
193,Algeria,Austria,2019,2398.0,1814.0,1457.0,3.0,584.0,AT,DZ,False,120.0,24.353628023352794
194,Algeria,Austria,2020,457.0,358.0,253.0,0.0,99.0,AT,DZ,False,325.0,21.663019693654267
195,Algeria,Austria,2021,596.0,331.0,111.0,0.0,265.0,AT,DZ,False,425.0,44.46308724832215
196,Algeria,Belgium,2012,4934.0,3008.0,1269.0,0.0,1742.0,BE,DZ,False,170.0,35.30603972436157
197,Algeria,Belgium,2013,5022.0,3423.0,1374.0,383.0,1201.0,BE,DZ,False,90.0,23.914774990043806
198,Algeria,Belgium,2014,5234.0,3835.0,1431.0,314.0,1202.0,BE,DZ,False,120.0,22.96522735957203
199,Algeria,Belgium,2015,4863.0,3082.0,1642.0,179.0,1379.0,BE,DZ,False,90.0,28.356981287271232
200,Algeria,Belgium,2016,4526.0,2883.0,1378.0,110.0,1423.0,BE,DZ,False,85.0,31.44056562085727
201,Algeria,Belgium,2017,5665.0,2953.0,1327.0,200.0,2137.0,BE,DZ,False,80.0,37.72285966460724
202,Algeria,Belgium,2018,6901.0,3802.0,2007.0,307.0,2480.0,BE,DZ,False,115.0,35.93682075061586
203,Algeria,Belgium,2019,7449.0,4268.0,2521.0,146.0,2839.0,BE,DZ,False,160.0,38.1124983219224
204,Algeria,Belgium,2020,1592.0,591.0,394.0,25.0,708.0,BE,DZ,False,80.0,44.472361809045225
205,Algeria,Belgium,2021,1208.0,615.0,529.0,5.0,267.0,BE,DZ,False,160.0,22.102649006622517
206,Algeria,Czech Republic,2012,993.0,688.0,186.0,0.0,305.0,CZ,DZ,False,5.0,30.71500503524673
207,Algeria,Czech Republic,2013,1003.0,706.0,207.0,6.0,291.0,CZ,DZ,False,5.0,29.01296111665005
208,Algeria,Czech Republic,2014,1006.0,666.0,205.0,7.0,333.0,CZ,DZ,False,5.0,33.1013916500994
209,Algeria,Czech Republic,2015,964.0,744.0,239.0,5.0,215.0,CZ,DZ,False,10.0,22.302904564315355
210,Algeria,Czech Republic,2016,1000.0,727.0,173.0,0.0,271.0,CZ,DZ,False,5.0,27.1
211,Algeria,Czech Republic,2017,1352.0,777.0,236.0,1.0,574.0,CZ,DZ,False,5.0,42.455621301775146
212,Algeria,Czech Republic,2018,996.0,537.0,168.0,0.0,458.0,CZ,DZ,False,15.0,45.98393574297189
213,Algeria,Czech Republic,2019,893.0,512.0,148.0,0.0,381.0,CZ,DZ,False,10.0,42.66517357222844
214,Algeria,Czech Republic,2020,152.0,63.0,4.0,0.0,89.0,CZ,DZ,False,5.0,58.55263157894737
215,Algeria,Czech Republic,2021,75.0,45.0,15.0,0.0,30.0,CZ,DZ,False,20.0,40.0
216,Algeria,Denmark,2012,2.0,0.0,0.0,0.0,0.0,DK,DZ,False,140.0,0.0
217,Algeria,Denmark,2013,3.0,0.0,0.0,0.0,3.0,DK,DZ,False,115.0,100.0
218,Algeria,Denmark,2014,2.0,0.0,0.0,0.0,0.0,DK,DZ,False,120.0,0.0
219,Algeria,Denmark,2015,1.0,0.0,0.0,0.0,0.0,DK,DZ,False,95.0,0.0
220,Algeria,Finland,2012,219.0,169.0,66.0,0.0,50.0,FI,DZ,False,55.0,22.831050228310502
221,Algeria,Finland,2013,463.0,315.0,120.0,0.0,148.0,FI,DZ,False,80.0,31.96544276457883
222,Algeria,Finland,2014,426.0,298.0,116.0,3.0,125.0,FI,DZ,False,85.0,29.342723004694836
223,Algeria,Finland,2015,572.0,402.0,150.0,3.0,161.0,FI,DZ,False,90.0,28.146853146853147
224,Algeria,Finland,2016,663.0,443.0,153.0,1.0,216.0,FI,DZ,False,30.0,32.57918552036199
225,Algeria,Finland,2017,1152.0,449.0,161.0,0.0,691.0,FI,DZ,False,55.0,59.982638888888886
226,Algeria,Finland,2018,1307.0,456.0,171.0,0.0,848.0,FI,DZ,False,15.0,64.8814078041316
227,Algeria,Finland,2019,703.0,476.0,144.0,1.0,217.0,FI,DZ,False,15.0,30.867709815078236
228,Algeria,Finland,2020,101.0,45.0,15.0,0.0,56.0,FI,DZ,False,5.0,55.44554455445545
229,Algeria,Finland,2021,73.0,20.0,6.0,0.0,40.0,FI,DZ,False,20.0,54.794520547945204
230,Algeria,France,2012,260721.0,199380.0,69073.0,0.0,61341.0,FR,DZ,False,1160.0,23.527448882138376
231,Algeria,France,2013,300862.0,221556.0,81414.0,206.0,79100.0,FR,DZ,False,1480.0,26.2911235051286
232,Algeria,France,2014,426814.0,324426.0,109728.0,88.0,102300.0,FR,DZ,False,1600.0,23.968285951257457
233,Algeria,France,2015,554313.0,410526.0,162730.0,333.0,142814.0,FR,DZ,False,2330.0,25.76414408465975
234,Algeria,France,2016,576721.0,396435.0,162730.0,221.0,151879.0,FR,DZ,False,2530.0,26.334917577130017
235,Algeria,France,2017,606611.0,396889.0,115591.0,296.0,217513.0,FR,DZ,False,2995.0,35.85708139153428
236,Algeria,France,2018,544585.0,280963.0,65817.0,252.0,265143.0,FR,DZ,False,3485.0,48.687165456264864
237,Algeria,France,2019,478678.0,258595.0,57039.0,162.0,220718.0,FR,DZ,False,3075.0,46.109911046674384
238,Algeria,France,2020,91102.0,63366.0,17443.0,137.0,36314.0,FR,DZ,False,2180.0,39.86081534982767
239,Algeria,France,2021,88552.0,44032.0,23969.0,40.0,31955.0,FR,DZ,False,2020.0,36.086141476194776
240,Algeria,Germany,2012,5041.0,3751.0,613.0,0.0,1290.0,DE,DZ,False,490.0,25.590160682404285
241,Algeria,Germany,2013,5819.0,4221.0,529.0,4.0,1594.0,DE,DZ,False,1055.0,27.393022856160854
242,Algeria,Germany,2014,5967.0,4487.0,375.0,2.0,1478.0,DE,DZ,False,2175.0,24.769565946036533
243,Algeria,Germany,2015,6060.0,4545.0,530.0,0.0,1515.0,DE,DZ,False,2040.0,25.0
244,Algeria,Germany,2016,5668.0,3919.0,1093.0,22.0,1727.0,DE,DZ,False,3565.0,30.469301340860973
245,Algeria,Germany,2017,5354.0,4012.0,1610.0,24.0,1318.0,DE,DZ,False,1950.0,24.61710870377288
246,Algeria,Germany,2018,5301.0,4077.0,1219.0,24.0,1200.0,DE,DZ,False,1200.0,22.637238256932655
247,Algeria,Germany,2019,7209.0,4818.0,882.0,23.0,2368.0,DE,DZ,False,1060.0,32.84782910251075
248,Algeria,Germany,2020,4097.0,1370.0,216.0,70.0,2657.0,DE,DZ,False,1205.0,64.85233097388333
249,Algeria,Germany,2021,2428.0,619.0,386.0,1.0,1084.0,DE,DZ,False,1520.0,44.64579901153213
250,Algeria,Greece,2012,917.0,622.0,135.0,0.0,291.0,GR,DZ,False,105.0,31.733914940021812
251,Algeria,Greece,2013,969.0,661.0,129.0,1.0,303.0,GR,DZ,False,140.0,31.269349845201237
